"ramName","ramPrice","ramScore"
"Crucial Technology CT32G56C46U5.M16D1 32GB",99.75,20812
"Kingston 9905743-184.A00G 16GB",NA,20811
"Micron Technology 16ATF2G64AZ-3G2E1 16GB",NA,20807
"Crucial Technology BL16G32C16U4W.16FE 16GB",NA,20806
"Apacer Technology GD2.18428S.006 8GB",NA,20800
"Crucial Technology BL16G36C16U4W.M16FE1 16GB",NA,20800
"Thermaltake Technology Co Ltd R017D408GX2-3200C16A 8GB",NA,20799
"SK Hynix HMCG88AGBSA092N 32GB",NA,20793
"A-DATA Technology AX4U32008G16A-DB10 8GB",NA,20791
"Apacer Technology D12.2356CS.001 8GB",NA,20788
"Kingston 9965745-026.A00G 16GB",NA,20787
"Patriot Memory (PDP Systems) 3600 C18 Series 32GB",NA,20786
"G Skill Intl F4-3600C18-32GTZR 32GB",NA,20784
"Chun Well Technology Holding Limited D4U1640180B 16GB",NA,20781
"Kingston 9905792-415.A00G 8GB",NA,20775
"Corsair CMK16GX4M2Z3600C18 8GB",69.95,20774
"SK Hynix HMCG66AGBUA081N 8GB",NA,20773
"Essencore Limited KD4AGU88C-32N220D 16GB",NA,20770
"Micron Technology MTC16C2085S1SC56BD1 32GB",NA,20767
"G Skill Intl F4-3000C16-16GTRS 16GB",NA,20761
"G Skill Intl F4-5066C20-8GVK 8GB",NA,20759
"Crucial Technology CT16G4DFRA32A.M8FB 16GB",NA,20755
"G Skill Intl F4-3200C16-16GFX 16GB",NA,20752
"Corsair CMK16GX4M1Z3600C18 16GB",NA,20744
"Kingston 9905734-016.A00G 16GB",NA,20744
"Golden Empire CL18-20-20 D4-3200 8GB",NA,20741
"Corsair CMK64GX4M2D3600C18 32GB",286.95,20740
"A-DATA Technology AX4U320016G16A-BBK20 16GB",NA,20736
"Corsair CMK32GX4M4D3600C18 8GB",NA,20732
"PNY Technologies, Inc. 8GBF1X08SHLL44-135-K 8GB",NA,20729
"Kingston CBD32D4U2S8MF-16 16GB",NA,20728
"Neo Forza NMUD480E82-2400E 8GB",NA,20727
"Kingston KHX4800C19D4/8GX 8GB",NA,20721
"G Skill Intl F4-5066C20-8GTRG 8GB",NA,20718
"Thermaltake Technology Co Ltd R009D416GX2-3600C18A 16GB",259,20717
"Kingston HX43200C16/16G 16GB",NA,20712
"SK Hynix FRD4AB6B2ZZZZZZ01 16GB",NA,20709
"Corsair CMT64GX4M4K3600C16 16GB",NA,20707
"Hewlett-Packard 7EH86AA# 16GB",NA,20705
"Essencore Limited KD48GU880-32N2200 8GB",NA,20705
"Corsair CMK32GX4M2B3333C16 16GB",349.99,20705
"SK Hynix HMCG66AGBUA084N 8GB",NA,20703
"Apacer Technology GD2.45312H.002 16GB",NA,20699
"Kingston KF5000C19D4/8GX 8GB",NA,20699
"Samsung M425R2GA3PB0-CWMOL 16GB",NA,20698
"Chun Well Technology Holding Limited D4U1630160B 16GB",NA,20698
"Patriot Memory (PDP Systems) PSD432G32002 32GB",NA,20693
"Kingston 9905782-018.A00G 32GB",NA,20683
"Crucial Technology BL16G32C16U4RL.16FE 16GB",NA,20682
"Corsair CMK128GX4M4D3600C18 32GB",NA,20680
"Patriot Memory (PDP Systems) 4133 C19 Series 8GB",NA,20677
"G Skill Intl F4-4000C18-8GTZRB 8GB",NA,20677
"GIGA - BYTE Technology Co Ltd GP-ARS16G33 8GB",63.43,20676
"PNY Technologies, Inc. 16GF2X08QFHH36-135-K 16GB",NA,20671
"Crucial Technology CT8G4DFRA32A.C8FT 8GB",NA,20669
"G Skill Intl F4-3600C17-8GTZ 8GB",NA,20667
"SanMax Technologies Inc. SMD4-U16G88ME-32AA 16GB",NA,20663
"A-DATA Technology AD5S48008G-B 8GB",NA,20661
"G Skill Intl F4-4400C17-8GTRS 8GB",NA,20661
"Essencore Limited KD4AGU88C-32N220A 16GB",NA,20660
"G Skill Intl F4-3600C17-16GTZR 16GB",NA,20660
"Corsair CM4X8GD3600C18K2D 8GB",NA,20659
"G Skill Intl F4-3200C14-32GVK 32GB",NA,20659
"Crucial Technology BL16G30C15U4WL.M16FE 16GB",NA,20658
"Crucial Technology BLE8G4D36BEEAK.M8FE1 8GB",118.03,20656
"Corsair CMK8GX4M2B3600C18 4GB",167.34,20656
"Corsair CMH16GX4M2C3200C18 8GB",NA,20654
"Ramaxel Technology RMUA5200MR78HAF-3200 8GB",NA,20644
"Samsung M425R2GA3PB0-CWMOD 16GB",NA,20642
"Crucial Technology CT32G4DFD832A.M16FB 32GB",NA,20642
"Lexar Co Limited LD4BU008G-H3200ULH 8GB",NA,20641
"Essencore Limited KD4AGU880-32A160T 16GB",NA,20641
"Gloway International Co. Ltd. TAC4U3000E16082C 8GB",NA,20640
"Micron Technology 8ATF1G64AZ-3G2R1 8GB",NA,20633
"G Skill Intl F4-4266C19-8GTZR 8GB",NA,20633
"Crucial Technology CT32G48C40S5.M16A1 32GB",83.99,20631
"Thermaltake Technology Co Ltd RG33D516GX2-5600C36B 16GB",NA,20628
"G Skill Intl F4-4000C19-16GTZR 16GB",NA,20626
"Mushkin MLX5C680BGGP16G 16GB",NA,20622
"Wilk Elektronik S.A. IRP3600D4V64L17/16G 16GB",NA,20622
"PUSKILL PSK-D4D16M3200BH-16G 16GB",NA,20622
"G Skill Intl F5-4800S3434A16G 16GB",NA,20620
"Patriot Memory (PDP Systems) 3600 C20 Series 8GB",NA,20620
"G Skill Intl F4-4000C16-8GTRSA 8GB",NA,20619
"Gloway International Co. Ltd. TAC4U3600E18082C 8GB",NA,20618
"G Skill Intl F4-3600C16-8GTZR 8GB",NA,20617
"Wilk Elektronik S.A. IRX3200D464L16/16G 16GB",NA,20617
"Kingston CBD48S40BS6MA-8 8GB",NA,20612
"Kingston KHX3600C18D4/16GX 16GB",NA,20609
"G Skill Intl F4-3600C18-32GTZN 32GB",NA,20606
"Kingston KF436C17BB/8 8GB",NA,20606
"Corsair CMW32GX4M2C3466C16 16GB",269.99,20605
"Kingston 9905734-415.A00G 16GB",NA,20602
"Heoriady M471A2K43CB1-CTD 16GB",NA,20602
"SK Hynix HMCG78MEBSA092N 16GB",NA,20600
"CFD Sales Inc W4U3200CS-16G 16GB",NA,20594
"V-GEN D4H8GL32A8TX 8GB",NA,20592
"Crucial Technology BL16G32C16U4R.M16FE 16GB",NA,20592
"G Skill Intl F4-3200C16-16GSXFB 16GB",NA,20589
"Essencore Limited KD5AGSA80-56G460A 16GB",NA,20588
"Essencore Limited KD4AGUA8M-32N220A 16GB",NA,20587
"Kingston 9965694-009.B00G 32MB",NA,20583
"Corsair CMW64GX4M2D3000C16 32GB",NA,20582
"Apacer Technology GD2.18278S.00E 8GB",NA,20580
"G Skill Intl F4-3333C16-8GTZ 8GB",NA,20578
"Samsung M378A2G43CB3-CWE 16GB",NA,20576
"A-DATA Technology AX4U32008G16A-SW50 8GB",NA,20576
"G Skill Intl F4-4000C19-4GTZ 4GB",NA,20572
"Corsair CMW64GX4M2D3600C18 32GB",NA,20569
"G Skill Intl F4-3600C18-16GTZN 16GB",NA,20560
"Kingston KF3200C16D4/4GX 4GB",NA,20559
"Crucial Technology BLS16G4D30AESE.M16FE 16GB",74.99,20558
"G Skill Intl F4-3200C14-16GTZSK 16GB",NA,20557
"G Skill Intl F4-3200C14-8GAO 8GB",NA,20552
"A-DATA Technology AX5U5600C3632G-BLABK 32GB",NA,20550
"Corsair CMSX64GX5M2A5200C44 32GB",NA,20549
"G Skill Intl F4-4000C16-8GTRS 8GB",NA,20543
"Wilk Elektronik S.A. ILX3200D464L22/32G 32GB",NA,20542
"Shanghai Kuxin Microelectronics Ltd NMUD480E82-3200 8GB",NA,20542
"Corsair CMWX16GC3200C16W2E 16GB",NA,20538
"GIGA - BYTE Technology Co Ltd GP-ARS16G44 8GB",179,20535
"Gold Key Technology Co Ltd NMGD432F82-4000F 32GB",NA,20534
"Gold Key Technology Co Ltd NMUD480E82-3601D 8GB",NA,20532
"Crucial Technology CP16G4DFRA32A.M8FF 16GB",NA,20532
"Crucial Technology BL16G32C16U4R.M16FE1 16GB",NA,20531
"Crucial Technology BL8G32C16U4BL.8FE 8GB",NA,20524
"G Skill Intl F4-3866C18-8GTZ 8GB",NA,20524
"G Skill Intl F4-3600C18-32GVK 32GB",NA,20522
"G Skill Intl F4-3200C14-8GTRG 8GB",NA,20518
"A-DATA Technology AO2V56WCSV1-BHAS 16GB",NA,20517
"Foxline FL3200D4U22-16G 16GB",NA,20516
"Chun Well Technology Holding Limited ND4U1632162BRWDE 16GB",NA,20510
"Essencore Limited KD48GU88C-26N1600 8GB",NA,20506
"Corsair CMW128GX4M8C3000C16 16GB",979.99,20502
"Crucial Technology CT16G4DFD832A.16FJ1 16GB",NA,20500
"Crucial Technology CB8GU3200.C8TT 8GB",NA,20494
"Corsair CMH16GX4M2Z3200C16 8GB",98.95,20494
"G Skill Intl F4-4000C16-8GTZR 8GB",NA,20489
"Silicon Power Computer & Communications SP008GXLZU360B0A 8GB",NA,20486
"Corsair CMW32GX4M2C3200C18 16GB",150.95,20485
"Gloway International Co. Ltd. TAC4U3000E16161C 16GB",NA,20485
"Kingston HX432C16FB3/8 8GB",NA,20480
"King Tiger Technology KTQGS5TDF-H 32GB",NA,20479
"Samsung M378A1K43EB2-CWE 8GB",NA,20477
"Crucial Technology BL8G32C16U4R.M8FE 8GB",NA,20476
"Kingston 9905782-042.A00G 32GB",NA,20475
"Essencore Limited KD48GU880-36A180U 8GB",NA,20475
"A-DATA Technology AO1W58VCSV1-BIAS 16GB",NA,20468
"Corsair CM4X32GE3200C22S2 32GB",NA,20462
"G Skill Intl F4-3600C16-8GVKC 8GB",NA,20460
"Crucial Technology CT16G4DFRA32A.C8FB 16GB",NA,20456
"G Skill Intl F4-4400C18-8GTZR 8GB",NA,20455
"Thermaltake Technology Co Ltd RA24D408GX2-4400C19A 8GB",189,20453
"Corsair CMW32GX4M4C3600C18 8GB",218.95,20448
"G Skill Intl F4-3200C14-16GTZ 16GB",NA,20447
"Kingston ACR32D4U2S8HD-8F 8GB",NA,20445
"Kingston KF548S38-32 32GB",NA,20444
"SK Hynix HMCG78MEBUA081N 16GB",NA,20441
"Avant Technology W644GU44J2320NH 32GB",NA,20441
"Corsair CMG32GX4M2E3200C16 16GB",119,20437
"Crucial Technology BL8G30C15U4W.8FE 8GB",25.5,20437
"Wilk Elektronik S.A. IRX3200D464L16SA/8G 8GB",NA,20436
"Avant Technology W642GU44J2320NN 16GB",NA,20432
"G Skill Intl F4-4266C17-16GVKB 16GB",NA,20431
"Kingston 9965742-048.B00G 16GB",NA,20429
"Kingston CBD48S40BS8MA-16 16GB",NA,20424
"G Skill Intl F4-3600C19-16GTRG 16GB",NA,20422
"G Skill Intl F4-4000C18-32GTZR 32GB",NA,20422
"Patriot Memory (PDP Systems) 3733 C17 Series 8GB",NA,20421
"Crucial Technology BL16G30C15U4R.M16FE1 16GB",NA,20421
"PNY Technologies, Inc. 16GF2X16QFHH36-135-K 16GB",NA,20421
"Kingston KF4600C19D4/8GX 8GB",NA,20419
"Corsair CMR32GX4M2C3333C16 16GB",507.67,20419
"G Skill Intl F4-4500C19-8GTZKKE 8GB",NA,20417
"Chun Well Technology Holding Limited MD4U1640180 16GB",NA,20417
"Corsair CMD16GX4M2B3600C18 8GB",239.99,20415
"A-DATA Technology AX4U32008G16A-BT50 8GB",NA,20415
"A-DATA Technology AD4U3200316G22-BHYD 16GB",NA,20414
"Crucial Technology CT16G48C40S5.C8A1 16GB",44.99,20413
"A-DATA Technology DDR4 3300 2OZ 4GB",NA,20408
"Crucial Technology CT16G4DFRA32A.M16FR 16GB",NA,20406
"Corsair CM4X16GF3600C16K4 16MB",NA,20405
"Century Micro Inc. G-GEAR - MEMORY 8GB",NA,20402
"Thermaltake Technology Co Ltd R022D408GX2-4400C19A 8GB",199,20398
"Kingston KHX3600C18D4/32GX 32GB",NA,20397
"Kingston 9905702-128.A00G 8GB",NA,20394
"A-DATA Technology AD5U48008G-B 8GB",NA,20390
"Crucial Technology BLE8G4D36BEEAK.M8FE3 8GB",NA,20390
"Corsair CMW32GX4M4D3600C18 8GB",NA,20388
"Corsair CMT32GX4M2E3200C16 16GB",249,20388
"Kingston 9905734-403.A00G 32GB",NA,20384
"Apacer Technology D12.2756WS.001 8GB",NA,20384
"Kingston KHX3600C17D4/8GX 8GB",NA,20384
"Corsair CMG16GX4M2E3200C16 8GB",84.95,20383
"Kingston ACR32D4S2S8ME-16 16GB",NA,20376
"Crucial Technology CT32G48C40S5.M16D1 32GB",NA,20375
"Kingston KHX3733C19D4/16GX 16GB",NA,20374
"Shanghai Kuxin Microelectronics Ltd NMUD416E82-3600 16GB",NA,20374
"Corsair CMR32GX4M2C3000C15 16GB",383.69,20370
"A-DATA Technology AX4U320032G16A-BBKD3 32GB",NA,20369
"Patriot Memory (PDP Systems) 7600 Series 16GB",NA,20367
"Corsair CMW8GX4M1E3200C16 8GB",NA,20367
"A-DATA Technology AD4U320038G22-BHYD 8GB",NA,20367
"SK Hynix HMA451U6AFR8N-UH 4GB",NA,20363
"Kingston HP37D4U1S8ME-16X 16GB",NA,20350
"A-DATA Technology AX4U32008G16A-DR30 8GB",NA,20346
"Crucial Technology BL8G32C16U4R.8FE 8GB",98.8,20340
"Crucial Technology CT16G4SFS832A.C8FE 16GB",429.99,20335
"Apacer Technology GD2.2231WS.001 16GB",NA,20333
"Crucial Technology BL16G32C16U4W.M8FB1 16GB",NA,20332
"G Skill Intl F4-4266C19-8GTZSW 8GB",NA,20332
"Apacer Technology GD2.1848WS.002 16GB",NA,20329
"A-DATA Technology AD5S56008G4-BHYA 8GB",NA,20328
"Corsair CMD32GX4M4B3600C16 8GB",897.66,20325
"G Skill Intl F4-3600C19-16GTRS 16GB",NA,20324
"Apacer Technology GD2.1527CC.002 8GB",NA,20320
"G Skill Intl F4-5333C22-8GTRS 8GB",NA,20320
"Kingston HX432C16FB3/16 16GB",NA,20316
"G Skill Intl F4-3600C16-8GTZRC 8GB",NA,20308
"G Skill Intl F4-3200C15-8GTZ 8GB",NA,20307
"Corsair CMK48GX5M2B6000C30 24GB",NA,20303
"Thermaltake Technology Co Ltd R009D408GX2-4000C19A 8GB",159,20300
"G Skill Intl F4-4266C19-4GTZ 4GB",NA,20300
"G Skill Intl F4-3733C17-8GTZSW 8GB",NA,20300
"Corsair CMG16GX4M1D3600C18 16GB",NA,20299
"A-DATA Technology AX5U6000C4016G-BCARGY 16GB",NA,20295
"Kingston HX432C16FB3K2/32 16GB",NA,20295
"Thermaltake Technology Co Ltd R022R432GX2-3600C18A 32GB",559,20294
"Kingston 9905744-101.A00G 32GB",NA,20293
"G Skill Intl F4-3200C14-8GTZ 8GB",NA,20291
"G Skill Intl F4-3600C19-8GSXF 8GB",NA,20289
"Essencore Limited KD48GU880-32N220D 8GB",NA,20283
"Kingston CBD32D4S2S8MF-16 16GB",NA,20283
"G Skill Intl F4-3600C19-8GVSB 8GB",NA,20282
"A-DATA Technology AX4U32008G16A-DCBK20 8GB",NA,20281
"Mushkin MLX4C360JNNM32G 32GB",NA,20279
"Corsair CMT32GX4M4E3200C16 8GB",NA,20273
"Corsair CMD32GX4M4C3466C16W 8GB",NA,20272
"Corsair CMD32GX4M4B2800C14 8GB",NA,20268
"Silicon Power Computer & Communications SP016GXLZU360BSA 16GB",NA,20267
"Corsair CMH32GX4M2E3200C16 16GB",140.95,20267
"Samsung M425R1GB4BB0-CWMOL 8GB",NA,20261
"Kingston 9905789-039.A01G 32GB",NA,20259
"Transcend Information JM3200HLE-32G 32GB",NA,20257
"Hangzhou Hikstorage Technology Co HKED4081CAA2F2HB1 8GB",NA,20256
"Essencore Limited KD48GU880-40B190Z 8GB",NA,20253
"V-Color Technology Inc. TMXSL1660836KWK 16GB",NA,20250
"Gold Key Technology Co Ltd NMGD416E82-4000F 16GB",NA,20250
"Corsair CMR64GX4M4K3600C18 16GB",NA,20249
"G Skill Intl F4-3733C17-8GTZA 8GB",NA,20249
"G Skill Intl F4-4000C18-8GTZ 8GB",NA,20247
"Shanghai Kuxin Microelectronics Ltd NMUD480E86-3000 8GB",NA,20244
"A-DATA Technology AX5U5600C3616G-BLABK 16GB",NA,20242
"HANA Micron HEMA81GS6DJR8N-XN 8GB",NA,20241
"Kingston DDR4 PC 8G 2666 8GB",NA,20240
"Corsair CMW16GX4M2D3600C18 8GB",139,20238
"Thermaltake Technology Co Ltd R022D408GX2-4000C19A 8GB",169,20235
"Corsair CMWX8GD3600C18W2D 8GB",NA,20235
"Crucial Technology BLE4G4D30AEEA.K8FE 4GB",56.67,20235
"A-DATA Technology AD5S480016G-B 16GB",NA,20233
"Pioneer High Fidelity Taiwan Co.Ltd APS-M4AGU0N26J-4SA 8GB",NA,20225
"Essencore Limited KD48GUA60-36A180U 8GB",NA,20224
"Dust Leopard DDR4-2400 C16 8GB 8GB",NA,20223
"Crucial Technology CT8G4DFRA32A.M8FR 8GB",NA,20218
"Kingston ACR56S46BS8HA-16KM 16GB",NA,20215
"Crucial Technology CT16G4SFS832A.M8FF 16GB",NA,20215
"Cuso YX4U3200E16081C 8GB",NA,20212
"Corsair CMD32GX4M4C3200C16 8GB",289.99,20211
"Corsair CMN64GX4M4Z3600C18 16GB",316.95,20210
"Transcend Information JM5600ALE-16G 16GB",88.95,20209
"G Skill Intl F4-3200C16-16GIS 16GB",NA,20207
"Crucial Technology CT16G4DFRA32A.C8FF 16GB",NA,20203
"Kingston 9965745-020.A00G 32GB",NA,20203
"G Skill Intl F4-4000C18-8GVK 8GB",NA,20201
"V-Color Technology Inc. TO416G36D818DSPWWK 16GB",NA,20200
"Samsung M324R4GA3BB0-CQKOD 32GB",NA,20196
"Kingston 9905713-033.A00G 8GB",NA,20196
"Kingston KF4266C19D4/16GX 16MB",NA,20193
"A-DATA Technology AX4U36008G18I-DCWHD4 8GB",NA,20186
"G Skill Intl F4-3200C14-8GVK 8GB",NA,20186
"A-DATA Technology AX4U320038G16A-DSZ1 8GB",NA,20183
"Micron Technology BRA6G2622164S-075 16GB",NA,20182
"Kimtigo Semiconductor (HK) Limited KTB900D5S8-16GB 16GB",NA,20176
"Corsair CMK32GX4M4E3200C16 8GB",NA,20176
"Shenzhen Jinge Information Co. Ltd. BRBN2X2G832G8C3200 32GB",NA,20175
"Kingston HP37D4U1S8ME-16XR 16GB",NA,20174
"Micron Technology MTC16C2085S1UC56BD1 32GB",NA,20171
"Corsair CMK32GX4M4C3400C16 8GB",319.99,20171
"G Skill Intl F4-3200C16-32GTZR 32GB",NA,20171
"Anucell Technology Holding  8GB",NA,20168
"Corsair CMK16GX4M2K4000C19 8GB",NA,20165
"SK Hynix ERD4AB8B2Z1ABCZ01 16GB",NA,20164
"G Skill Intl F4-4600C19-8GTZSWC 8GB",NA,20163
"G Skill Intl F4-4400C17-8GVK 8GB",NA,20162
"Corsair CMSX16GX5M2A4800C40 8GB",103.95,20156
"Wilk Elektronik S.A. GR3200D464L22S/16G 16GB",NA,20154
"Kingston 9905734-120.A00G 16GB",NA,20151
"Thermaltake Technology Co Ltd CL-W262-CA00SW-A 8GB",NA,20151
"Gloway International Co. Ltd. ABY4U3200E18162C 16GB",NA,20149
"Avexir Technologies Corporation DDR3-2800 CL12 8GB 8GB",NA,20140
"G Skill Intl F4-3200C14-8GTZR 8GB",NA,20135
"Kingston ACR32D4U2S1MF-8 8GB",NA,20129
"Kingston KF3000C16D4/32GX 32GB",NA,20126
"Corsair CMD32GX4M2C3466C16W 16GB",NA,20124
"Silicon Power Computer & Communications  8GB",NA,20122
"Crucial Technology BL32G32C16U4B.M16FB1 32GB",NA,20119
"GIGA - BYTE Technology Co Ltd AR36C18S8K2HU416R 8GB",NA,20116
"Crucial Technology BL16G32C16U4B.M16FE 16GB",NA,20114
"Kingston 9965745-017.A00G 16GB",NA,20112
"Lexar Co Limited LD4AU032G-H3200GST 32GB",NA,20106
"Mushkin MLA4C400JNNM16G 16GB",NA,20097
"Crucial Technology BLS16G4D32AESE.M16FE 16GB",16.57,20092
"Ramaxel Technology RMSA3310ME96HAF-3200 8GB",NA,20088
"Crucial Technology BL8G32C16U4B.8FE 8GB",NA,20084
"Crucial Technology BL16G30C15U4R.16FE 16GB",NA,20082
"Asgard VMA45UH-MEC1U2AV5 16GB",NA,20079
"G Skill Intl F4-3200C16-16GTZN 16GB",NA,20078
"Apacer Technology GD2.1827CS.00D 8GB",NA,20075
"A-DATA Technology DDR4 3600 2OZ 8GB",NA,20073
"Crucial Technology BLE8G4D30AEEA.K16FE 8GB",49.99,20072
"Corsair CMK32GX5M2B6000C38 16GB",NA,20069
"Corsair CMK32GX5M2A4800C40 16GB",165.95,20068
"A-DATA Technology AX4U32008G16A-BT41 8GB",NA,20066
"Crucial Technology CT8G4SFS832A.M8FR1 8GB",NA,20065
"Corsair CM4X16GC3200C16K2E 16GB",NA,20063
"Chun Well Technology Holding Limited ND4U0836182BRLDE 8GB",NA,20062
"A-DATA Technology AX4U360016G18I-ST60 16GB",NA,20062
"A-DATA Technology AO1V56WCTV2-BHAS 32GB",NA,20061
"A-DATA Technology AX4U32008G16A-CBK20 8GB",NA,20060
"G Skill Intl F4-3866C18-8GTZKW 8GB",NA,20058
"Corsair CMG16GX4M1E3200C16 16GB",NA,20057
"Corsair CMK32GX4M2E3200C16 16GB",NA,20052
"Asgard VMA45UH-MEC1U2AW2 16GB",NA,20051
"Kingston X7R32C-MIE-NX 16GB",NA,20049
"G Skill Intl F4-3600C19-8GTZRB 8GB",NA,20044
"Corsair CM4X8GD4000Z18K2 8GB",NA,20044
"Team Group Inc. TEAMGROUP-D4-3733 8GB",NA,20043
"Crucial Technology CB16GU3200.C8FT 16GB",NA,20038
"G Skill Intl F4-4000C16-16GTZN 16GB",NA,20038
"Crucial Technology CT8G4DFRA32A.M4FF 8GB",NA,20037
"Kingston LV32D4U2S8HD-8X 8GB",NA,20035
"Crucial Technology BL16G32C16U4RL.M16FE 16GB",NA,20034
"Panram International Corporation PUD32800C124G2LSK 4GB",NA,20033
"Gloway International Co. Ltd. TYP4U3200E16082C 8GB",NA,20031
"Kingston KF3200C20S4/16GX 16GB",NA,20031
"Corsair CMK16GX4M2K4266C19 8GB",269.99,20027
"Corsair CMW64GX4M2K4000C18 32GB",NA,20024
"Hyundai Inc AR36C18S8K2HU416R 8GB",NA,20023
"AMD R9S48G3606U2S 8GB",NA,20020
"Kingston 9905744-086.A00G 16GB",NA,20019
"InnoDisk Corporation M4SE-8GS1NC0M-C-E53T 8GB",NA,20019
"A-DATA Technology AD5S560016G8-BHYA 16GB",NA,20015
"Ramaxel Technology RMUA5190MF96HAF-3200 8GB",NA,20014
"A-DATA Technology AO2P32NC8T1-BA5S 8GB",NA,20013
"Micron Technology 8ATF2G64AZ-3G2F1 16GB",NA,20013
"Corsair CMK96GX5M2B6800C40 48GB",NA,20008
"Kingston ACR56S46BS6HA-8KM 8GB",NA,20008
"G Skill Intl F4-4600C20-32GTRS 32GB",NA,20008
"G Skill Intl F5-5200J4040A48G 48GB",NA,20006
"Gold Key Technology Co Ltd NMUD416E86-3200D 16GB",NA,20006
"Patriot Memory (PDP Systems) 3600 C17 Series 4GB",NA,20004
"AMD R9S416G3206U2S 16GB",NA,19998
"Kingston K9CXF2-MIF 8GB",NA,19996
"Kingston 9905734-424.A00G 16GB",NA,19996
"Shenzhen WODPOSIT Technology Co WPBH32D416SWA-16G 16GB",NA,19995
"Samsung K4AAG165WA-BCWE 8GB",NA,19994
"G Skill Intl F4-3600C18-16GTZRM 16GB",NA,19993
"G Skill Intl F4-4600C19-16GVK 16GB",NA,19991
"Crucial Technology CT16G4DFS832A.C8FE 16GB",220.6,19982
"SK Hynix HMAA2GU6AJR8N-XN 16GB",NA,19981
"PNY Technologies Inc 8GBF2X04JEEE36-12-K 8GB",NA,19980
"Samsung M323R2GA3BB0-CQKOL 16GB",NA,19975
"Corsair CMU16GX4M2C3000C16 8GB",NA,19974
"Kingston 9905792-109.A00G 8GB",NA,19973
"G Skill Intl F4-3600C18-8GVK 8GB",NA,19971
"GIGA - BYTE Technology Co Ltd GP-DSG64G32 32GB",NA,19967
"Corsair CMH32GX4M2C3200C18 16GB",NA,19966
"Gloway International Co. Ltd. TAC4U3200E18162C 16GB",NA,19965
"Crucial Technology CT8G4SFRA32A.C8FN 8GB",NA,19964
"Crucial Technology CT32G48C40S5.C16A1 32GB",96.99,19963
"Kingston 9905744-104.A00G 16GB",NA,19961
"Kingston 9905789-083.A00G 32GB",NA,19958
"Crucial Technology CT16G4DFRA32A.C16FP 16GB",67.99,19957
"G Skill Intl F4-3200C16-8GTZRN 8GB",NA,19957
"Mushkin MR[ABC]4U320GJJM8G 8GB",NA,19955
"Corsair CMK5S16G3B52C40A2 16GB",NA,19951
"Crucial Technology CT8G48C40U5.C4A1 8GB",NA,19948
"Kingston HP52U40S8HM-16FRAE 16GB",NA,19947
"Team Group Inc. TEAMGROUP-UD4-4500 8GB",NA,19943
"A-DATA Technology AX4U320016G16A-ST50 16GB",NA,19942
"UMAX Technology D4-3200-16G-2048X8-L 16GB",NA,19935
"Mushkin MRX5U560DDDF16G 16GB",NA,19933
"Corsair CM5S16GM4800A40N2 16GB",NA,19927
"Mushkin MRX4U320EJJP8G 8GB",NA,19927
"Corsair CMD16GX4M2K4133C19 8GB",NA,19927
"G Skill Intl F5-7600J3848F24G 24GB",NA,19923
"G Skill Intl F4-3733C17-4GTZ 4GB",NA,19923
"UMAX Technology D4-3200-8GB-1024X8-L 8GB",NA,19923
"Micron Technology 18ASF2G72AZ-2G3B1 16GB",NA,19922
"G Skill Intl F4-3600C18-8GTZN 8GB",NA,19921
"Corsair CMH32GX4M4E3200C16 8GB",NA,19920
"A-DATA Technology AO2P32NCSV1-BEVS 16GB",NA,19920
"Samsung 8G3200CL16 8GB",NA,19919
"Apacer Technology GD2.1829BS.005 16GB",NA,19918
"Crucial Technology BL8G30C15U4B.8FE 8GB",NA,19916
"Kingston ACR32D4U2S1ME-8X 8GB",NA,19913
"G Skill Intl F4-4400C19-8GTZSW 8GB",NA,19911
"G Skill Intl F4-4266C19-16GTES 16GB",NA,19909
"Gold Key Technology Co Ltd NMSO532F82-5200J 32GB",NA,19905
"Corsair CMK5X16G1B56C40A2 16GB",NA,19902
"Corsair CM4X16GC3000C16K8 16GB",NA,19901
"G Skill Intl F4-4400C18-8GTRG 8GB",NA,19901
"G Skill Intl F4-4000C19-16GTZSW 16GB",NA,19899
"Corsair CMK16GX4M2D3600C18 8GB",105,19898
"Timetec International Inc TIMETEC-SD4-3200 16GB",NA,19898
"Patriot Memory (PDP Systems) PSD416G32002 16GB",NA,19889
"A-DATA Technology AX4U360038G18I-BB10 8GB",NA,19880
"Samsung M425R4GA3BB0-CWMOL 32GB",NA,19878
"Kingston KHX4000C19D4/8GX 8GB",NA,19877
"A-DATA Technology AX4U32008G16A-DT60 8GB",79,19874
"G Skill Intl F4-3200C16-8GRKB 8GB",NA,19869
"Corsair CMT16GX4M2Z3200C16 8GB",131.95,19865
"Crucial Technology CT16G4DFRA32A.C16FR 16GB",NA,19862
"G Skill Intl F5-5600J4040D32G 32GB",NA,19860
"Crucial Technology CT16G4DFD832A.C8FD1 16GB",NA,19860
"Colorful Technology Ltd CD16G3200D4NP18 16GB",NA,19859
"Neo Forza NMUD416E82-3600 16GB",NA,19858
"G Skill Intl F4-3200C16-16GTZRX 16GB",NA,19852
"Corsair CMK16GX4M1D3600C18 16GB",NA,19850
"Crucial Technology BL16G32C16U4BL.8FB 16GB",NA,19847
"Corsair CMK32GX4M4B3733C17 8GB",668.23,19840
"A-DATA Technology AX4U32008G16A-BW50 8GB",NA,19838
"Crucial Technology CT8G4DFRA32A.M4FE 8GB",NA,19836
